Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
LXCHEM;30.35;2024-08-22;No
MANKIND;56.43;2024-08-22;No
MARICO;60.43;2024-08-22;No
MARUTI;70.63;2024-08-22;No
MAZDOCK;14.0;2024-08-22;No
METROBRAND;60.47;2024-08-22;No
MTARTECH;44.38;2024-08-22;No
MUFTI;41.91;2024-08-22;No
MUTHOOTFIN;63.26;2024-08-22;No
NAUKRI;29.71;2024-08-22;No
NAVINFLUOR;48.17;2024-08-22;No
NAZARA;43.96;2024-08-22;No
NEOGEN;69.26;2024-08-22;No
NESTLEIND;57.48;2024-08-22;No
NETWEB;40.06;2024-08-22;No
PAGEIND;34.71;2024-08-22;No
PARAS;-1;Err;Err
PERSISTENT;51.2;2024-08-22;No
PIDILITIND;44.06;2024-08-22;No
PIIND;46.96;2024-08-22;No
POLYCAB;55.61;2024-08-22;No
PRINCEPIPE;54.3;2024-08-22;No
RAILTEL;40.83;2024-08-22;No
RAYMOND;11.51;2024-08-22;No
RELAXO;57.39;2024-08-22;No
RELIANCE;61.7;2024-08-22;No
ROSSARI;44.52;2024-08-22;No
ROUTE;42.09;2024-08-22;No
RVNL;28.4;2024-08-22;No
SBIN;37.71;2024-08-22;No
SIEMENS;62.73;2024-08-22;No
SONACOMS;66.5;2024-08-22;No
SRF;26.62;2024-08-22;No
SUNPHARMA;75.6;2024-08-22;No
TATACONSUM;37.24;2024-08-22;No
TATAELXSI;45.81;2024-08-22;No
TATAMOTORS;57.46;2024-08-22;No
TATAPOWER;34.94;2024-08-22;No
TATATECH;63.31;2024-08-22;No
TCS;63.42;2024-08-22;No
TIINDIA;69.4;2024-08-22;No
TITAN;42.27;2024-08-22;No
TRENT;56.33;2024-08-22;No
TVSMOTOR;52.71;2024-08-22;No
UBL;31.97;2024-08-22;No
UNITDSPR;61.23;2024-08-22;No
UNOMINDA;54.96;2024-08-22;No
VBL;51.74;2024-08-22;No
VINATIORGA;48.19;2024-08-22;No
VOLTAS;57.13;2024-08-22;No
WESTLIFE;70.94;2024-08-22;No
WIPRO;47.38;2024-08-22;No
YASHO;63.26;2024-08-22;No
ZENTEC;46.32;2024-08-22;No
