Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
LTTS;31.79;2024-07-23;No
LXCHEM;30.86;2024-07-23;No
MANKIND;48.97;2024-07-23;No
MARICO;45.91;2024-07-23;No
MARUTI;40.55;2024-07-23;No
MAZDOCK;18.18;2024-07-23;No
METROBRAND;41.93;2024-07-23;No
MTARTECH;22.22;2024-07-23;No
MUFTI;60.09;2024-07-23;No
MUTHOOTFIN;51.25;2024-07-23;No
NAUKRI;55.3;2024-07-23;No
NAVINFLUOR;34.82;2024-07-23;No
NAZARA;27.25;2024-07-23;No
NEOGEN;36.2;2024-07-23;No
NESTLEIND;57.13;2024-07-23;No
NETWEB;48.05;2024-07-23;No
PAGEIND;33.02;2024-07-23;No
PARAS;54.34;2024-07-15;No
PERSISTENT;33.05;2024-07-23;No
PIDILITIND;53.1;2024-07-23;No
PIIND;41.11;2024-07-23;No
POLYCAB;38.0;2024-07-23;No
PRINCEPIPE;41.3;2024-07-23;No
RAILTEL;21.33;2024-07-23;No
RAYMOND;17.32;2024-07-10;No
RELAXO;45.03;2024-07-23;No
RELIANCE;56.63;2024-07-23;No
ROSSARI;59.27;2024-07-23;No
ROUTE;32.31;2024-07-23;No
RVNL;20.62;2024-07-23;No
SBIN;28.43;2024-07-23;No
SIEMENS;43.15;2024-07-23;No
SONACOMS;65.74;2024-07-23;No
SRF;47.79;2024-07-23;No
SUNPHARMA;61.57;2024-07-23;No
TATACONSUM;46.15;2024-07-23;No
TATAELXSI;50.1;2024-07-23;No
TATAMOTORS;43.23;2024-07-23;No
TATAPOWER;30.18;2024-07-23;No
TATATECH;51.45;2024-07-23;No
TCS;61.99;2024-07-23;No
TIINDIA;55.97;2024-07-23;No
TITAN;40.32;2024-07-23;No
TRENT;44.4;2024-07-23;No
TVSMOTOR;32.75;2024-07-23;No
UBL;55.08;2024-07-23;No
UNITDSPR;37.16;2024-07-23;No
UNOMINDA;44.7;2024-07-23;No
VBL;60.3;2024-07-23;No
VINATIORGA;46.28;2024-07-23;No
VOLTAS;46.13;2024-07-23;No
WESTLIFE;38.08;2024-07-23;No
WIPRO;32.78;2024-07-23;No
YASHO;61.02;2024-07-23;No
ZENTEC;50.44;2024-07-23;No
