Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
RELIANCE;72.44;2024-08-28;No
ROSSARI;48.6;2024-08-28;No
ROUTE;42.32;2024-08-28;No
RVNL;29.41;2024-08-28;No
SBIN;47.9;2024-08-28;No
SIEMENS;65.58;2024-08-28;Yes
SONACOMS;53.55;2024-08-28;No
SRF;60.22;2024-08-28;No
SUNPHARMA;57.88;2024-08-28;No
TATACONSUM;59.16;2024-08-28;No
TATAELXSI;15.51;2024-08-28;No
TATAMOTORS;53.78;2024-08-28;No
TATAPOWER;55.28;2024-08-28;Yes
TATATECH;39.17;2024-08-28;No
TCS;60.07;2024-08-28;No
TIINDIA;52.63;2024-08-28;No
TITAN;40.75;2024-08-28;No
TRENT;39.47;2024-08-28;No
TVSMOTOR;50.31;2024-08-28;No
UBL;69.43;2024-08-28;No
UNITDSPR;59.63;2024-08-28;No
UNOMINDA;62.12;2024-08-28;No
VBL;60.21;2024-08-28;No
VINATIORGA;49.44;2024-08-28;No
VOLTAS;43.65;2024-08-28;No
WESTLIFE;76.96;2024-08-28;No
WIPRO;33.3;2024-08-28;No
YASHO;37.6;2024-08-28;No
ZENTEC;55.43;2024-08-28;No
