Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
NAUKRI;64.82;2024-08-20;No
NAVINFLUOR;49.15;2024-08-20;No
NAZARA;32.56;2024-08-20;No
NEOGEN;68.45;2024-08-20;No
NESTLEIND;72.68;2024-08-20;No
NETWEB;39.81;2024-08-20;No
PAGEIND;55.9;2024-08-20;No
PARAS;-1;Err;Err
PERSISTENT;37.81;2024-08-20;No
PIDILITIND;59.01;2024-08-20;No
PIIND;66.94;2024-08-20;No
POLYCAB;24.08;2024-08-20;No
PRINCEPIPE;47.65;2024-08-20;No
RAILTEL;34.98;2024-08-20;No
RAYMOND;46.57;2024-08-20;No
RELAXO;69.67;2024-08-20;No
RELIANCE;65.76;2024-08-20;No
ROSSARI;47.0;2024-08-20;No
ROUTE;48.71;2024-08-20;No
RVNL;28.65;2024-08-20;No
SBIN;34.1;2024-08-20;No
SIEMENS;51.26;2024-08-20;No
SONACOMS;55.14;2024-08-20;No
SRF;51.94;2024-08-20;No
SUNPHARMA;63.77;2024-08-20;No
TATACONSUM;64.54;2024-08-20;Yes
TATAELXSI;47.74;2024-08-20;No
TATAMOTORS;48.73;2024-08-20;No
TATAPOWER;38.84;2024-08-20;No
TATATECH;47.3;2024-08-20;No
TCS;60.1;2024-08-20;No
TIINDIA;57.71;2024-08-20;No
TITAN;56.94;2024-08-20;No
TRENT;56.67;2024-08-20;No
TVSMOTOR;59.87;2024-08-20;No
UBL;62.36;2024-08-20;No
UNITDSPR;60.38;2024-08-20;No
UNOMINDA;60.96;2024-08-20;No
VBL;66.79;2024-08-20;No
VINATIORGA;51.67;2024-08-20;No
VOLTAS;43.06;2024-08-20;No
WESTLIFE;64.58;2024-08-20;No
WIPRO;35.78;2024-08-20;No
YASHO;70.77;2024-08-20;No
ZENTEC;49.53;2024-08-20;No
