Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
RVNL;33.54;2024-09-03;No
SBIN;46.84;2024-09-03;No
SIEMENS;66.72;2024-09-03;No
SONACOMS;41.34;2024-09-03;No
SRF;46.79;2024-09-03;No
SUNPHARMA;66.56;2024-09-03;No
TATACONSUM;54.36;2024-09-03;No
TATAELXSI;20.82;2024-09-03;No
TATAMOTORS;44.66;2024-09-03;No
TATAPOWER;68.62;2024-09-03;Yes
TATATECH;45.65;2024-09-03;No
TCS;68.87;2024-09-03;No
TIINDIA;57.7;2024-09-03;No
TITAN;52.64;2024-09-03;No
TRENT;73.28;2024-09-03;No
TVSMOTOR;71.79;2024-09-03;No
UBL;54.7;2024-09-03;No
UNITDSPR;56.02;2024-09-03;No
UNOMINDA;64.26;2024-09-03;No
VBL;69.34;2024-09-03;No
VINATIORGA;53.91;2024-09-03;No
VOLTAS;45.62;2024-09-03;No
WESTLIFE;51.68;2024-09-03;No
WIPRO;44.66;2024-09-03;No
YASHO;62.82;2024-09-03;No
ZENTEC;58.3;2024-09-03;No
