Stock Symbol;Delivery to Trade Percentage;Date;High Delivery
SONACOMS;62.95;2024-08-05;No
SRF;66.23;2024-08-05;No
SUNPHARMA;42.69;2024-08-05;No
TATACONSUM;49.94;2024-08-05;No
TATAELXSI;55.77;2024-08-05;No
TATAMOTORS;47.84;2024-08-05;No
TATAPOWER;31.79;2024-08-05;No
TATATECH;56.66;2024-08-05;No
TCS;64.31;2024-08-05;No
TIINDIA;70.77;2024-08-05;No
TITAN;43.03;2024-08-05;No
TRENT;42.33;2024-08-05;No
TVSMOTOR;62.19;2024-08-05;No
UBL;44.48;2024-08-05;No
UNITDSPR;41.13;2024-08-05;No
UNOMINDA;44.38;2024-08-05;No
VBL;50.71;2024-08-05;No
VINATIORGA;53.05;2024-08-05;No
VOLTAS;46.72;2024-08-05;No
WESTLIFE;40.36;2024-08-05;No
WIPRO;51.15;2024-08-05;No
YASHO;52.78;2024-08-05;No
ZENTEC;67.11;2024-08-05;No
